index,text,label
312277,i know how helpless and lost they are feeling when they are seeing their friends suffering,0
72269,im very happy about it and honestly feel damaged because of it lol,0
267663,i almost feel sorry for them riding the trains to destinations they have no idea of where they re going because in turn they re not sure where they want to go it seems,0
224263,i feel so heartbroken to know that only few can hold on to this dream of real love,0
21228,i got a feeling i m doomed,0
321688,i enjoy the game and i think that every now and then it s a good game to break out if you feel like being brutally beaten by a game,0
185656,i could feel the moistness in my pussy and it was aching to be touched,0
291902,i want to tell you how good it feels when you look at me that way hearts nathan losing your way on the journey is unfortunate but losing your reason for the journey is far more cruel,0
399803,i could feel it stealing into my heart unwelcome unwanted unable to be borne,0
171852,i am opposed pagetitle le gourmandin wbielak do you feel ugly right,0
340050,i feel guilty about the work i haven t done on their classes,0
388441,i feel like people missed it i havent seen something like this in a while,0
203598,im sure theyll feel gloomy and heavy but right now they remind me of silver jewelry campfire smoke early mist on a mysterious lake of winter days spent curled up around hot apple cider or hot chocolate,0
304182,ive been feeling quite shitty,0
24371,i feel rotten but i cant help it,0
171593,im not sure ill get that brave though as im feeling pretty ugly,0
156623,i don t i feel discouraged,0
281881,i feel i deserve to be hated and stepped on,0
196363,i am at home and it s just peter and i eating whatever it is i have made i feel a little melancholy,0
32786,i was feeling a bit discontent unclear and unsettled,0
51800,i feel as though ive been sexually assaulted by ed boggs,0
209724,i am feeling a little groggy today,0
234834,i just cant put my heart into it when i feel so unhappy with my body at the current time,0
317466,i feel that my labors are in vain,0
2680,i can feel sorrowful joyful hurt any range of things,0
355768,i still feel out of it and pretty crappy,0
215388,i feel so dumb in almost everything,0
415178,i have to say that i feel rotten and am going back to bed right now,0
211153,i go from feeling completely devastated and worried out of my mind for her to being angry about how so much healing that shoudlve taken place by now hasnt and now she might go and die on me then im feeling abandoned again,0
289150,i have to look so healthy but feel so awful,0
331586,i think people are probably feeling assaulted by the need to always be on and always be interacting,0
405167,i feel emotional only towards my best friend and the girl i love not my girlfriend she doesn t feel the same way,0
372414,i would hate to feel unwelcome,0
60887,i feel i am being punished for having enjoyed myself,0
77781,i left feeling defeated exhausted and overwhelmed that i still have so much to learn before board exams,0
378231,i feel horrible img src http hipidukimuzik,0
371731,i am being and feeling rejected it doesnt mean that im defective in any way,0
267195,i feel kind of dumb for thinking it wasn t worth the bother of canning unless it took forty pounds of fruit and six bags of sugar and an entire weekend,0
201365,i feel pathetic check,0
371904,i thank god that i still have feelings and pray i remember how i felt friday and never forget that and most importantly never become too jaded to be sad,0
218794,i found out i have an anterior placenta which is why i havent felt strong kicks from the outside and why i feel kicks low,0
22937,i never feel unwelcome or uncomfortable being there but i know i dont belong there anymore,0
160064,i just cannot understand how people can hand their money over to the murders knowing that their money will go towards buying the bullets and yet feel that they should not be blamed because they were not the ones pulling the trigger,0
27754,i feel really exhausted,0
23031,i went through a big growth spurt and for a period of time was taller than a lot of my friends adding i used to hunch over and complain to my parents about sticking out or feeling awkward in my body,0
273555,i was feeling kind of gloomy as the enormity of my situation came crashing in through the flimsy peugots year old windows,0
278190,i feel im making yet another resolution doomed to fail,0
243007,i feel a woeful emotion growing inside of me as the menacing feelings consume every fiber in my body,0
321718,im feeling so homesick these days and also because it was nice to see this cherished american holiday up close,0
74317,im feeling miserable,0
224186,i feel empty just empty,0
408747,i hear cheesy r amp b love songs i can t help but think of him and i also can t help feeling a little heartbroken that we weren t together at the time i heard the song,0
87678,i just don t want anyone to make him feel unwelcome even if by accident my grandma s still a little unsettled with the idea of her baby having a boyfriend,0
64171,i really been dreading the meetings because it seems i m always anxious for no apparent reason and now i even have the stigma that i feel like it s always going to be blamed on me,0
320686,ive eaten today well ill give you the highlights i feel like focusing on the negatives like that unpleasant green curry from thai club,0
365414,im feeling needy and i am worried its all going to get messy again,0
217200,i feel real dumb about is this came right when i had all those nice guest writers,0
10903,i feel like putting up any decorations in this horrible apartment is like putting lipstick on a pig,0
398696,i stumble over the words and i feel foolish in saying them aloud,0
267721,i feel discontent with my job like im ready to move on but to what i have no clue,0
303455,i feel ashamed and bad when i look at some of the ladies,0
57325,i feel a bit disillusioned i used to be so sure about where and what i wanted to do,0
315732,i have no problem going all extreme weight loss chic and losing pounds in a week but then as soon as that week is over i am exhausted and stressed from all of the effort and feel like ive been deprived,0
135670,i feel it return throughout class along with the aching at the back of my pelvis,0
215433,i have to be alone isnt real it just feels real when im aching,0
84042,i did not deserve to care for myself and be cared for i was needed here there and everywhere i started to feel empty because i was not doing anything all my old thoughts and patterns started to rear their ugly heads and demand my attention,0
350180,i didn t know that i was feeling jaded that s what i was feeling,0
7498,i wont have random fits of crying and i wouldnt feel so alone all the time,0
397339,i do not feel they were abused but they had a lot of people in their lives who were indifferent or who were following orders,0
311809,i always a feel a moment of melancholy because i m not ready to let go of late summer nights when the air is warm and i m still enjoying wa,0
81520,i feel the need to play roles i ve resigned myself to thinking i do that because it helps me hide,0
318779,i listen to her story i feel all weepy,0
8575,i am the head of my family i should be looking after them but i feel i am worthless to them i am nothing now,0
270416,i hope so many things for sarah and one of the biggest of those hopes is that she won t ever feel rejected or unloved by me,0
340262,i didnt like it i had a feeling that it looks horrible on me but with time i got use to it and now i like the shade,0
121476,i leave the city limits behind i begin to feel foolish and embarrassed as i replay the interview in my mind,0
165961,im currently feeling a little troubled,0
177389,i feel them very low so i thought surely he was head down,0
115664,ive been feeling melancholy which tends to make me write poetry,0
285393,i will avoid at all costs the feeling of being submissive,0
59400,i had to do it all by feel which was feebly pained by me,0
106980,i was inconsolable but perhaps the most hurtful emotion was feeling useless powerless,0
4587,i was feeling genuinely remorseful,0
253023,im tired of feeling groggy grumpy and i hate the side effects,0
394907,i would rather be dumb and naive and risk getting my feelings hurt then to get a hard shell,0
261934,i cant help but feel disillusioned and weary,0
339969,i feel a bit disillusioned maybe even betrayed by my blog,0
181154,i did not at first feel troubled about the investigation that was filed against me by the i li public prosecutor s office with the accusation of insulting turkishness,0
149782,i felt like i wasn t good enough i kept getting rejection letters and i was starting to feel beaten down,0
67751,i feel ashamed that daddy took them to work today so mommy could get a break,0
