index,text,label,score
35031,i feel furious betrayed and humiliated,LABEL_3,0.9999997615814209
6293,i feel very outraged and i don t get to understand how to stand up against that,LABEL_3,0.9999996423721313
20033,i began feeling outraged not because we re over the hill or because we re a bunch of sappy has been hippies turned working stiffs but because we know there must be some way of participating in the system we call democracy,LABEL_3,0.9999996423721313
28138,i feel outraged by these english only campaigns,LABEL_3,0.9999996423721313
47589,i feel particularly outraged at the voter apathy in my own country,LABEL_3,0.9999996423721313
64029,i would mention that i am feeling outraged at the ignorance and apathy of many of the christians in my community,LABEL_3,0.9999996423721313
70397,i feel outraged with them and that i have the right to know about what happened,LABEL_3,0.9999996423721313
78551,i feel infuriated every time that the christmas season draws near,LABEL_3,0.9999996423721313
468,i feel outraged about my own participation in my oppression,LABEL_3,0.9999995231628418
4739,i started off feeling furious at dean for not inviting me to stay out later when i remembered what step was supposed to be teaching me about resentments at other people i turned on myself blaming myself for being so crap at the social situation,LABEL_3,0.9999995231628418
15810,i feel most furious about though is that max is gone,LABEL_3,0.9999995231628418
17772,i can talk to about how that stuff makes me feel and who will be outraged with me and understand how much it hurts and give a shit that it happened,LABEL_3,0.9999995231628418
21685,i feel outraged for the incoming students of digital domain institute who a href http www,LABEL_3,0.9999995231628418
22230,i still feel outraged for the way our health service failed her,LABEL_3,0.9999995231628418
24520,i can still remember feeling furious at him for weeks,LABEL_3,0.9999995231628418
25592,im feeling furious right now towards marielle,LABEL_3,0.9999995231628418
28921,i feel so infuriated by so many reasons,LABEL_3,0.9999995231628418
31677,id start feeling irritable and this would get worse over the next few days until id go completely fucking batshit on day out of,LABEL_3,0.9999995231628418
37485,i was feeling furious that i m one of the americans who doesn t qualify for insurance,LABEL_3,0.9999995231628418
45385,i feel furious about it,LABEL_3,0.9999995231628418
46391,i feel like a cranky old man saying this but so it goes,LABEL_3,0.9999995231628418
49049,i should feel outraged that i was neglected and left vulnerable to a neighborhood sicko that enjoyed hurting children,LABEL_3,0.9999995231628418
50357,i could feel himself getting furious because his students namely naruto had tricked him,LABEL_3,0.9999995231628418
52840,i feel furious relief that he s finally gone curling over me like a cold green wave and in the backwash of that icy shame,LABEL_3,0.9999995231628418
53009,i feel outraged about this harassment,LABEL_3,0.9999995231628418
55954,i would rather feel outraged at these commercials and naturally defend vista with conviction,LABEL_3,0.9999995231628418
56823,i feel half furious and half defeated,LABEL_3,0.9999995231628418
57744,im feeling irritated and unreasonable with an observation on the intense silliness of human beings himself included,LABEL_3,0.9999995231628418
59961,i feel angered how the guys in their life run away after seeing them without makeup,LABEL_3,0.9999995231628418
63517,i feel outraged at the injustice of this mega powers ability to do what ever it wants simply because of its might,LABEL_3,0.9999995231628418
70596,i feel outraged when i hear about thousands of crores of my country s money being looted by those filthy politicians,LABEL_3,0.9999995231628418
71313,i feel furious and deceived,LABEL_3,0.9999995231628418
76123,i ever feel furious that i think or do these things at all,LABEL_3,0.9999995231628418
76406,i am not a listener of his show i feel outraged at what has become of us as a people,LABEL_3,0.9999995231628418
78988,i feel almost outraged that such a crap day should fall on my most favourite of days,LABEL_3,0.9999995231628418
82101,i feel outraged about this type of thing,LABEL_3,0.9999995231628418
82486,i feel so outraged and disapointed with my own behaviour,LABEL_3,0.9999995231628418
82627,i am sitting here feeling furious and helpless especially since i am fully aware of how annoying barking dogs are to everyone and have tried to keep things relatively sane over here in my menagerie,LABEL_3,0.9999995231628418
190,i feel a furious envy of child less women my age who go to parties and evening exercise classes and have disposable income,LABEL_3,0.9999994039535522
823,im also starting to feel furious about it so i think i doing the stages correctly,LABEL_3,0.9999994039535522
1937,i feel i am outraged by the senator and his staff,LABEL_3,0.9999994039535522
2161,i am feeling very very very irritated about the fact that i must hang my laundry,LABEL_3,0.9999994039535522
2748,i think that they are the ones who should feel more outraged by this experiment,LABEL_3,0.9999994039535522
3087,i cannot help but feel outraged to recognize that essentially children in america have no rights at all,LABEL_3,0.9999994039535522
3253,i am feeling outraged and scared for what if,LABEL_3,0.9999994039535522
3611,im feeling very impatient and unnerved about it all,LABEL_3,0.9999994039535522
3758,i feel if im not properly outraged enough when an artist whether intentional or as the result of unexamined privilege further marginalizes an already marginalized group ive failed because i have,LABEL_3,0.9999994039535522
4889,i feel really frustrated cause my camera that day went lowbatt and it has low photo quality,LABEL_3,0.9999994039535522
5425,i feel enraged by the way she absolutely accepts her own ignorance,LABEL_3,0.9999994039535522
5734,i feel sometimes that if i let it go then there will be no one to be outraged about it,LABEL_3,0.9999994039535522
5755,i started thinking about how i ve been feeling lately irritable out of it making poor health decisions and tired duh,LABEL_3,0.9999994039535522
5880,i was reading the news i guess im feeling that some aussies are infuriated by the recent hanging of their citizen i have no comments to offer but felt very contradicted about the whole on goings its an international affair and everything begun with this guy who brought the drugs in,LABEL_3,0.9999994039535522
6075,i didn t sometimes feel incredibly outraged about some things,LABEL_3,0.9999994039535522
6587,i feel reallyreally irritable made films in film studies,LABEL_3,0.9999994039535522
6825,i feel just like everybody else does outraged that this experience has to happen and then that it is invisible and then that it makes you invisible and then that everyone knows but is too chickenshit to do anything,LABEL_3,0.9999994039535522
7503,i just cant help but feel irritated by her when she cluelessly vandalizes things around her with a horndog like colt,LABEL_3,0.9999994039535522
7663,i am feeling quite irritable after my run tonight i left the house to run to the club feeling sore and tight in the legs and then decided to run with my n,LABEL_3,0.9999994039535522
9829,i feel grumpy and so much older than my years,LABEL_3,0.9999994039535522
16710,i am feeling outraged out,LABEL_3,0.9999994039535522
17242,i want to grow old not feeling grumpy and bitter and offending everyone i know,LABEL_3,0.9999994039535522
17609,i can feel the outraged heat in my face,LABEL_3,0.9999994039535522
17712,im feeling quite irritable and cranky these days,LABEL_3,0.9999994039535522
18240,i feel angered and i feel tons of anxiety,LABEL_3,0.9999994039535522
20560,i am going to go and spend the rest of tetchyheads nap feeling grumpy on the sofa or something,LABEL_3,0.9999994039535522
21343,i feel like i have been really cranky at school these days,LABEL_3,0.9999994039535522
21415,i sit on the fence humming hawing and generally feeling irritable annoyed and angry and such and such words or so and so actions,LABEL_3,0.9999994039535522
21478,i feel irritable sticky dehydrated and worst of all un clean,LABEL_3,0.9999994039535522
22333,i feel outraged that i have been disenfranchised in this way,LABEL_3,0.9999994039535522
24264,i feel very irritable at times especially with inconsiderate people,LABEL_3,0.9999994039535522
25396,i feel like mike is a very angered stubborn and selfish person at times and it is magnified times a thousand when hes either drunk or high,LABEL_3,0.9999994039535522
26317,i am still feeling outraged about what i saw,LABEL_3,0.9999994039535522
26492,i mean if i were him ill feel irritated nah i wont larh,LABEL_3,0.9999994039535522
28501,i feel furious as of now as i dont know what is happening and i absolutely hate it,LABEL_3,0.9999994039535522
28672,i do feel impatient sometimes im learning that patience is a virtue,LABEL_3,0.9999994039535522
29283,i feel like i cant be cranky or tired or whatever,LABEL_3,0.9999994039535522
29573,i am feeling so irritated because this old man next to me at the library keeps scratching his upper arm arm pits and legs,LABEL_3,0.9999994039535522
30949,i may be feeling impatient at the thought of more waiting to finally lay my eyes on this little girl i am so thankful to have made it to the week where her lungs are fully developed,LABEL_3,0.9999994039535522
32534,i feel angered by this trailer,LABEL_3,0.9999994039535522
36712,i particularly went for this left leaning mindset in reaction to i was feeling a bit outraged by the right and left division of our country in the aftermath of the tragedy,LABEL_3,0.9999994039535522
37294,i still feel angered at them for refusing to practice with me,LABEL_3,0.9999994039535522
40100,i get back which often makes me feel infuriated and hyper defensive but the necessity of writing and deadlines,LABEL_3,0.9999994039535522
40159,im feeling enraged at another persons actions i have to consider what i was thinking about in the moments prior to the incident,LABEL_3,0.9999994039535522
40397,i was feeling a bit grumpy id woken up with some massively high blood sugar reading like,LABEL_3,0.9999994039535522
