index,text,label,score
29712,im feeling ecstatic this morning,LABEL_1,0.9999992847442627
56625,i feel joyful getting a few minutes to write here,LABEL_1,0.9999992847442627
20951,i feel the money is worth spending there as it has the most charming surrounding,LABEL_1,0.9999991655349731
25291,i feel delicious oh boy,LABEL_1,0.9999991655349731
28802,ill be feeling fine again,LABEL_1,0.9999991655349731
48665,i was feeling absolutely ecstatic this morning,LABEL_1,0.9999991655349731
61328,i had a very good time and left feeling elegant and delighted,LABEL_1,0.9999991655349731
62794,i feel as a precious gift,LABEL_1,0.9999991655349731
67894,i want to shout say something dont just smile all the time touch me so i can feel that delicious feeling inside,LABEL_1,0.9999991655349731
74082,im not feeling overly ecstatic or excited,LABEL_1,0.9999991655349731
75906,im feeling joyful this evening,LABEL_1,0.9999991655349731
76723,i feel they are acceptable and even valued,LABEL_1,0.9999991655349731
1629,i feel the precious days of my favorite season slipping away from me too fast,LABEL_1,0.9999990463256836
3687,i feel as though i have to try and write when the words would just flow through my fingertips like a talented pianist performing a classic,LABEL_1,0.9999990463256836
7707,i am feeling joyful about our current state husband the baking little ninja and i,LABEL_1,0.9999990463256836
8312,i feel very artistic and beautiful,LABEL_1,0.9999990463256836
9804,i feel all thats left to do is move on and live this precious blessed life to the fullest,LABEL_1,0.9999990463256836
12057,i feel i am talented and pretty and important,LABEL_1,0.9999990463256836
15728,i feel is by far the most talented in the country and tell them guys this team can be very very special,LABEL_1,0.9999990463256836
21361,i feel joyful in being part of creating sacred community,LABEL_1,0.9999990463256836
23269,i feel it is more artistic than digital,LABEL_1,0.9999990463256836
23348,i feel like i dont really belong here everywhere i go i encounter talented amazing people who seem to really have it together,LABEL_1,0.9999990463256836
25356,im just not feeling very festive you guys,LABEL_1,0.9999990463256836
27959,ive been feeling lately even when basically joyful and calm,LABEL_1,0.9999990463256836
30631,i feel so welcomed and encouraged buy the ladies of the group,LABEL_1,0.9999990463256836
30927,i come to feel handsome,LABEL_1,0.9999990463256836
31499,im feeling very very festive this year,LABEL_1,0.9999990463256836
31502,i feel joyful there,LABEL_1,0.9999990463256836
35497,i feel you here now in that delicious floral breeze,LABEL_1,0.9999990463256836
36650,i feel fine to be honest,LABEL_1,0.9999990463256836
36895,i feel so delicious right now,LABEL_1,0.9999990463256836
37574,i feel her have hiccups at least once a day now which i find so cute but slightly strange too,LABEL_1,0.9999990463256836
41547,i feel energized by this charming and timeless city,LABEL_1,0.9999990463256836
41610,i feel virtuous this weekend,LABEL_1,0.9999990463256836
42984,i am so grateful that you are so serious about selflessly helping me feel precious honored and beautiful,LABEL_1,0.9999990463256836
43286,i actually could feel the swamis song charming me,LABEL_1,0.9999990463256836
44489,i feel truly joyful and peaceful,LABEL_1,0.9999990463256836
50000,i feel i should thank you for the opportunity to serve your students and our wonderful community,LABEL_1,0.9999990463256836
51498,i feel as if i am naturally talented in though i know each one needs improving,LABEL_1,0.9999990463256836
53382,i feel delicious day,LABEL_1,0.9999990463256836
58213,i am doing something already so far out of my element i would at least like to know that i am wearing the right thing amp feel half way cute put together,LABEL_1,0.9999990463256836
59261,i have developed loving feelings for the actor what with his charming good looks and captivating charisma,LABEL_1,0.9999990463256836
61011,i really feel that david blaine is more talented and deserving of the title modern master magician,LABEL_1,0.9999990463256836
62626,i feel if he had taken more time and chose his words more carefully it would have been a really cute book,LABEL_1,0.9999990463256836
68349,im feeling really festive right now cant wait for the traditions to start,LABEL_1,0.9999990463256836
68541,i fill it up with five or six tasks and feel a surge of delicious accomplishment with every one i cross off,LABEL_1,0.9999990463256836
68624,im feeling pretty handsome now,LABEL_1,0.9999990463256836
69517,i feel delicious happy birthday beautiful,LABEL_1,0.9999990463256836
73806,i feel more welcomed and comfortable a definite bonus,LABEL_1,0.9999990463256836
74937,i spent the better part of friday and saturday decorating our home for christmas and its feeling quite festive here,LABEL_1,0.9999990463256836
77910,im feeling handsome,LABEL_1,0.9999990463256836
78018,im feeling fine so far this morning,LABEL_1,0.9999990463256836
82851,i feel joyful and happy so so much of the time,LABEL_1,0.9999990463256836
315,im feeling ecstatic that we finally hopefully decided on our girl name,LABEL_1,0.999998927116394
3751,i still feel welcomed when i am there,LABEL_1,0.999998927116394
5244,i am conflicted with feeling ecstatic about studying geology and earning the title of doctor someday,LABEL_1,0.999998927116394
5767,i invite you to also focus upon feeling joyful in this moment,LABEL_1,0.999998927116394
6019,i feel the delicious wind,LABEL_1,0.999998927116394
6481,i could feel nothing but her joyful energy and as only she could she taught me one more lesson,LABEL_1,0.999998927116394
7297,i was feeling more joyful and peaceful than i have in quite awhile,LABEL_1,0.999998927116394
7664,i feel so wonderful there is no way i will just stop exercising all together,LABEL_1,0.999998927116394
8161,i get those articles ready i m feeling like my wine wednesday should reflect an elegant french inspired cocktail,LABEL_1,0.999998927116394
8366,im feeling festive and happy as can be surrounded by family and greenery,LABEL_1,0.999998927116394
8926,i am feeling very joyful right now,LABEL_1,0.999998927116394
9761,i feel that it is completely acceptable to post it on the internet,LABEL_1,0.999998927116394
10468,i feel like scarf buying for me is kind of a year long necessity plus these were just too cute to pass up,LABEL_1,0.999998927116394
10845,i didn t really feel welcomed most of the time i was here,LABEL_1,0.999998927116394
11098,im about a week and a half late with this but i feel like these pictures are just too cute not to post,LABEL_1,0.999998927116394
12356,i have used it several times now and the feel is really delicious,LABEL_1,0.999998927116394
12477,i just got written off and im feeling just fine omw home,LABEL_1,0.999998927116394
13187,im already feeling more joyful and inspired,LABEL_1,0.999998927116394
13932,i first walked on solaris i can feel the elegant of the surroundings,LABEL_1,0.999998927116394
14208,i feel fine dub mix,LABEL_1,0.999998927116394
17046,i don t feel welcomed at all here,LABEL_1,0.999998927116394
17507,i am feeling joyful at the moment,LABEL_1,0.999998927116394
17645,i feel like i have enough money to buy that delicious speaker d,LABEL_1,0.999998927116394
19446,i feel a wonderful satisfaction,LABEL_1,0.999998927116394
19738,i feel this way because rabbits are cute and fuzzy and have sweet personalities,LABEL_1,0.999998927116394
20068,i feel like in this second its become at least three times as handsome,LABEL_1,0.999998927116394
20847,i feel fine dub mix,LABEL_1,0.999998927116394
21608,i was feeling festive amp happy this morning,LABEL_1,0.999998927116394
21698,i wish i could tell you i feel joyful about the era of a new beginning,LABEL_1,0.999998927116394
